offset,PCs In Normal Form,NEXTPc,Scale Degrees,file,Composer,Piece,Time Signature,Key,Mode,NEXTChord,PC1,SetClass,SetClassBigram,SDBigram
9,"[5, 8, 0]","[0, 3, 7]","[5, 8, 0]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",5,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[5, 8, 0]_[0, 3, 7]"
10,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
11,"[5, 8, 0]","[7, 11, 2]","[5, 8, 0]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 3, 7]","[0, 3, 7]_2_[0, 4, 7]","[5, 8, 0]_[7, 11, 2]"
12,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
13,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
14,"[8, 0, 3]","[10, 2, 5]","[8, 0, 3]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[10, 2, 5]",8,"[0, 4, 7]","[0, 4, 7]_2_[0, 4, 7]","[8, 0, 3]_[10, 2, 5]"
15,"[10, 2, 5]","[3, 7, 10]","[10, 2, 5]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",10,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[10, 2, 5]_[3, 7, 10]"
16,"[3, 7, 10]","[7, 11, 2]","[3, 7, 10]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",3,"[0, 4, 7]","[0, 4, 7]_4_[0, 4, 7]","[3, 7, 10]_[7, 11, 2]"
17,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
18,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
19,"[5, 8, 0]","[7, 11, 2]","[5, 8, 0]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 3, 7]","[0, 3, 7]_2_[0, 4, 7]","[5, 8, 0]_[7, 11, 2]"
20,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
21,"[0, 3, 7]",x,"[0, 3, 7]",chop.maz67-2,chop,z67-2,"[4, 1, 0.5]",0,Major,x,0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
0,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
1,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
2,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
3,"[0, 3, 7]","[4, 7, 10]","[0, 3, 7]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,"[4, 7, 10]",0,"[0, 3, 7]","[0, 3, 7]_4_[0, 3, 6]","[0, 3, 7]_[4, 7, 10]"
4,"[4, 7, 10]",x,"[4, 7, 10]",chop.noc27-1,chop,c27-1,"[4, 1, 0.5]",0,Major,x,4,"[0, 3, 6]","[0, 3, 6]_8_[0, 3, 7]","[4, 7, 10]_[0, 3, 7]"
0,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
1,"[5, 8, 0]","[0, 3, 7]","[5, 8, 0]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",5,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[5, 8, 0]_[0, 3, 7]"
2,"[0, 3, 7]","[10, 2, 5]","[0, 3, 7]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[10, 2, 5]",0,"[0, 3, 7]","[0, 3, 7]_10_[0, 4, 7]","[0, 3, 7]_[10, 2, 5]"
3,"[10, 2, 5]","[7, 11, 2]","[10, 2, 5]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",10,"[0, 4, 7]","[0, 4, 7]_9_[0, 4, 7]","[10, 2, 5]_[7, 11, 2]"
4,"[7, 11, 2]","[3, 7, 10]","[7, 11, 2]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",7,"[0, 4, 7]","[0, 4, 7]_8_[0, 4, 7]","[7, 11, 2]_[3, 7, 10]"
5,"[3, 7, 10]","[8, 0, 3]","[3, 7, 10]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",3,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[3, 7, 10]_[8, 0, 3]"
6,"[8, 0, 3]","[0, 1, 2]","[8, 0, 3]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",8,"[0, 4, 7]","[0, 4, 7]_4_[0, 1, 2]","[8, 0, 3]_[0, 1, 2]"
7,"[0, 1, 2]","[8, 0, 3]","[0, 1, 2]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 1, 2]","[0, 1, 2]_8_[0, 4, 7]","[0, 1, 2]_[8, 0, 3]"
8,"[8, 0, 3]","[7, 11, 2]","[8, 0, 3]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",8,"[0, 4, 7]","[0, 4, 7]_11_[0, 4, 7]","[8, 0, 3]_[7, 11, 2]"
9,"[7, 11, 2]","[0, 1, 2]","[7, 11, 2]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 1, 2]","[7, 11, 2]_[0, 1, 2]"
10,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
11,"[7, 11, 2]","[0, 1, 2]","[7, 11, 2]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 1, 2]","[7, 11, 2]_[0, 1, 2]"
12,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
13,"[7, 11, 2]",x,"[7, 11, 2]",grieg.mountain,grieg,untain,"[4, 1, 0.5]",0,Major,x,7,"[0, 4, 7]","[0, 4, 7]_0_[0, 4, 7]","[7, 11, 2]_[7, 11, 2]"
0,"[7, 11, 2]","[8, 0, 3]","[7, 11, 2]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",7,"[0, 4, 7]","[0, 4, 7]_1_[0, 4, 7]","[7, 11, 2]_[8, 0, 3]"
1,"[8, 0, 3]","[5, 8, 0]","[8, 0, 3]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",8,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[8, 0, 3]_[5, 8, 0]"
2,"[5, 8, 0]","[10, 2, 5]","[5, 8, 0]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[10, 2, 5]",5,"[0, 3, 7]","[0, 3, 7]_5_[0, 4, 7]","[5, 8, 0]_[10, 2, 5]"
3,"[10, 2, 5]","[3, 7, 10]","[10, 2, 5]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",10,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[10, 2, 5]_[3, 7, 10]"
4,"[3, 7, 10]","[8, 0, 3]","[3, 7, 10]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",3,"[0, 4, 7]","[0, 4, 7]_5_[0, 4, 7]","[3, 7, 10]_[8, 0, 3]"
5,"[8, 0, 3]","[2, 5, 8]","[8, 0, 3]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",8,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[8, 0, 3]_[2, 5, 8]"
6,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
8,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
9,"[8, 0, 3]","[2, 5, 8]","[8, 0, 3]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",8,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[8, 0, 3]_[2, 5, 8]"
10,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
11,"[7, 11, 2]",x,"[7, 11, 2]",haydn.son30.I,haydn,on30.I,"[4, 1, 0.5]",0,Major,x,7,"[0, 4, 7]","[0, 4, 7]_1_[0, 4, 7]","[7, 11, 2]_[8, 0, 3]"
0,"[8, 0, 3]","[5, 8, 0]","[8, 0, 3]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",8,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[8, 0, 3]_[5, 8, 0]"
1,"[5, 8, 0]","[4, 7, 10]","[5, 8, 0]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[4, 7, 10]",5,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 6]","[5, 8, 0]_[4, 7, 10]"
2,"[4, 7, 10]","[5, 8, 0]","[4, 7, 10]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",4,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[4, 7, 10]_[5, 8, 0]"
3,"[5, 8, 0]","[0, 3, 7]","[5, 8, 0]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",5,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[5, 8, 0]_[0, 3, 7]"
4,"[0, 3, 7]","[0, 1, 2]","[0, 3, 7]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 3, 7]","[0, 3, 7]_0_[0, 1, 2]","[0, 3, 7]_[0, 1, 2]"
5,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
6,"[7, 11, 2]",x,"[7, 11, 2]",haydn.sq74-3.II,haydn,4-3.II,"[4, 1, 0.5]",0,Major,x,7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
0,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
1,"[5, 8, 0]","[2, 5, 8]","[5, 8, 0]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",5,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 6]","[5, 8, 0]_[2, 5, 8]"
2,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[2, 5, 8]","[0, 3, 7]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",0,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 6]","[0, 3, 7]_[2, 5, 8]"
5,"[2, 5, 8]","[0, 3, 7]","[2, 5, 8]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",2,"[0, 3, 6]","[0, 3, 6]_10_[0, 3, 7]","[2, 5, 8]_[0, 3, 7]"
6,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
7,"[7, 11, 2]","[8, 0, 3]","[7, 11, 2]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",7,"[0, 4, 7]","[0, 4, 7]_1_[0, 4, 7]","[7, 11, 2]_[8, 0, 3]"
8,"[8, 0, 3]","[2, 5, 8]","[8, 0, 3]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",8,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[8, 0, 3]_[2, 5, 8]"
9,"[2, 5, 8]","[3, 7, 10]","[2, 5, 8]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[3, 7, 10]",2,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[2, 5, 8]_[3, 7, 10]"
10,"[3, 7, 10]","[0, 3, 7]","[3, 7, 10]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",3,"[0, 4, 7]","[0, 4, 7]_9_[0, 3, 7]","[3, 7, 10]_[0, 3, 7]"
11,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
12,"[5, 8, 0]","[7, 11, 2]","[5, 8, 0]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",5,"[0, 3, 7]","[0, 3, 7]_2_[0, 4, 7]","[5, 8, 0]_[7, 11, 2]"
13,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
14,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
15,"[8, 0, 3]","[1, 4, 8]","[8, 0, 3]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",8,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[8, 0, 3]_[1, 4, 8]"
16,"[1, 4, 8]","[7, 11, 2]","[1, 4, 8]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",1,"[0, 3, 7]","[0, 3, 7]_6_[0, 4, 7]","[1, 4, 8]_[7, 11, 2]"
17,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
18,"[0, 3, 7]",x,"[0, 3, 7]",mzt.pc488.II,mzt,8.II,"[4, 1, 0.5]",0,Major,x,0,"[0, 3, 7]","[0, 3, 7]_0_[0, 3, 7]","[0, 3, 7]_[0, 3, 7]"
0,"[0, 3, 7]","[11, 2, 5]","[0, 3, 7]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 6]","[0, 3, 7]_[11, 2, 5]"
1,"[11, 2, 5]","[0, 3, 7]","[11, 2, 5]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[11, 2, 5]_[0, 3, 7]"
2,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[8, 0, 3]","[0, 3, 7]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
5,"[8, 0, 3]",x,"[8, 0, 3]",mzt.son330.II,mzt,0.II,"[4, 1, 0.5]",0,Major,x,8,"[0, 4, 7]","[0, 4, 7]_4_[0, 3, 7]","[8, 0, 3]_[0, 3, 7]"
0,"[0, 3, 7]","[11, 2, 5]","[0, 3, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 6]","[0, 3, 7]_[11, 2, 5]"
1,"[11, 2, 5]","[0, 3, 7]","[11, 2, 5]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[11, 2, 5]_[0, 3, 7]"
2,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[11, 2, 5]","[0, 3, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[11, 2, 5]",0,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 6]","[0, 3, 7]_[11, 2, 5]"
5,"[11, 2, 5]","[0, 3, 7]","[11, 2, 5]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",11,"[0, 3, 6]","[0, 3, 6]_1_[0, 3, 7]","[11, 2, 5]_[0, 3, 7]"
6,"[0, 3, 7]","[7, 11, 2]","[0, 3, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 3, 7]","[0, 3, 7]_7_[0, 4, 7]","[0, 3, 7]_[7, 11, 2]"
7,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
8,"[0, 3, 7]",x,"[0, 3, 7]",mzt.son333.III,mzt,.III,"[4, 1, 0.5]",0,Major,x,0,"[0, 3, 7]","[0, 3, 7]_8_[0, 4, 7]","[0, 3, 7]_[8, 0, 3]"
0,"[8, 0, 3]","[0, 3, 7]","[8, 0, 3]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",8,"[0, 4, 7]","[0, 4, 7]_4_[0, 3, 7]","[8, 0, 3]_[0, 3, 7]"
1,"[0, 3, 7]","[6, 9, 0]","[0, 3, 7]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[6, 9, 0]",0,"[0, 3, 7]","[0, 3, 7]_6_[0, 3, 6]","[0, 3, 7]_[6, 9, 0]"
2,"[6, 9, 0]","[7, 11, 2]","[6, 9, 0]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",6,"[0, 3, 6]","[0, 3, 6]_1_[0, 4, 7]","[6, 9, 0]_[7, 11, 2]"
3,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
4,"[0, 3, 7]","[5, 8, 0]","[0, 3, 7]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[5, 8, 0]",0,"[0, 3, 7]","[0, 3, 7]_5_[0, 3, 7]","[0, 3, 7]_[5, 8, 0]"
5,"[5, 8, 0]","[0, 3, 7]","[5, 8, 0]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",5,"[0, 3, 7]","[0, 3, 7]_7_[0, 3, 7]","[5, 8, 0]_[0, 3, 7]"
6,"[0, 3, 7]","[0, 1, 2]","[0, 3, 7]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[0, 1, 2]",0,"[0, 3, 7]","[0, 3, 7]_0_[0, 1, 2]","[0, 3, 7]_[0, 1, 2]"
7,"[0, 1, 2]","[7, 11, 2]","[0, 1, 2]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",0,"[0, 1, 2]","[0, 1, 2]_7_[0, 4, 7]","[0, 1, 2]_[7, 11, 2]"
8,"[7, 11, 2]","[8, 0, 3]","[7, 11, 2]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[8, 0, 3]",7,"[0, 4, 7]","[0, 4, 7]_1_[0, 4, 7]","[7, 11, 2]_[8, 0, 3]"
9,"[8, 0, 3]","[2, 5, 8]","[8, 0, 3]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[2, 5, 8]",8,"[0, 4, 7]","[0, 4, 7]_6_[0, 3, 6]","[8, 0, 3]_[2, 5, 8]"
10,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
11,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
12,"[0, 3, 7]",x,"[0, 3, 7]",mzt.voiche,mzt,iche,"[4, 1, 0.5]",0,Major,x,0,"[0, 3, 7]","[0, 3, 7]_2_[0, 3, 6]","[0, 3, 7]_[2, 5, 8]"
0,"[2, 5, 8]","[7, 11, 2]","[2, 5, 8]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[7, 11, 2]",2,"[0, 3, 6]","[0, 3, 6]_5_[0, 4, 7]","[2, 5, 8]_[7, 11, 2]"
1,"[7, 11, 2]","[0, 3, 7]","[7, 11, 2]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",7,"[0, 4, 7]","[0, 4, 7]_5_[0, 3, 7]","[7, 11, 2]_[0, 3, 7]"
2,"[0, 3, 7]","[9, 0, 4]","[0, 3, 7]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,"[9, 0, 4]",0,"[0, 3, 7]","[0, 3, 7]_9_[0, 3, 7]","[0, 3, 7]_[9, 0, 4]"
3,"[9, 0, 4]",x,"[9, 0, 4]",schub.bfson.I,schub,fson.I,"[4, 1, 0.5]",0,Major,x,9,"[0, 3, 7]","[0, 3, 7]_3_[0, 3, 7]","[9, 0, 4]_[0, 3, 7]"
0,"[0, 3, 7]","[1, 4, 8]","[0, 3, 7]",schub.erlkonig.I,schub,onig.I,"[4, 1, 0.5]",0,Major,"[1, 4, 8]",0,"[0, 3, 7]","[0, 3, 7]_1_[0, 3, 7]","[0, 3, 7]_[1, 4, 8]"
1,"[1, 4, 8]","[0, 3, 7]","[1, 4, 8]",schub.erlkonig.I,schub,onig.I,"[4, 1, 0.5]",0,Major,"[0, 3, 7]",1,"[0, 3, 7]","[0, 3, 7]_11_[0, 3, 7]","[1, 4, 8]_[0, 3, 7]"
